sector,land_type,total_area_hectares,affected_landowners_count,plots_count,current_stage,days_in_current_stage,env_forest_clearance_status,litigation_cases_count,public_objections_count,compensation_disparity_ratio,sia_completed,rr_plan_approved,risk_score,is_delayed,delay_stage
Railways,Agricultural,71.84,130,212,Preliminary Notification (Sec 11),209,Approved,0,0,0.97,0,0,54.6,1,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,52.32,75,82,R&R Implementation,29,Approved,3,1,0.88,1,1,43.0,0,Legal
Energy,Agricultural,43.08,105,168,Survey & Demarcation,62,Approved,0,0,0.94,0,0,12.9,0,Rehabilitation & Resettlement
Energy,Government/Barren,25.4,14,24,Award & Compensation (Sec 23),78,Pending,0,2,0.97,1,1,32.0,0,Approval
Energy,Commercial,25.55,119,289,Hearing of Objections (Sec 15),120,Approved,1,9,0.84,1,1,48.6,0,Compensation
Irrigation,Forest,430.83,189,448,Survey & Demarcation,73,Pending,0,5,0.62,1,0,80.4,1,Compensation
Industrial,Forest,56.47,20,40,Survey & Demarcation,21,Pending,0,6,0.61,1,1,90.6,1,Compensation
Energy,Commercial,41.34,157,202,Preliminary Notification (Sec 11),336,Pending,0,2,0.76,1,1,45.5,0,Approval
Railways,Forest,180.85,71,152,Physical Possession,79,Approved,0,4,0.81,1,1,32.4,0,Compensation
Highways,Government/Barren,118.23,50,97,Preliminary Notification (Sec 11),27,Approved,0,0,0.9,1,1,5.0,0,Documentation/Survey
Irrigation,Agricultural,386.31,596,909,Preliminary Notification (Sec 11),46,Approved,0,3,0.76,0,1,27.7,0,Documentation/Survey
Irrigation,Government/Barren,105.81,40,59,Physical Possession,51,Approved,0,2,0.9,1,1,5.0,0,Compensation
Irrigation,Government/Barren,218.45,71,106,Physical Possession,268,Approved,0,1,0.84,1,1,40.7,0,Compensation
Railways,Agricultural,127.8,248,300,Physical Possession,52,Approved,2,4,0.61,1,1,42.6,0,Legal
Irrigation,Agricultural,376.69,542,1161,Hearing of Objections (Sec 15),24,Pending,2,1,0.91,1,1,52.9,1,Legal
Irrigation,Agricultural,381.59,500,1064,Award & Compensation (Sec 23),149,Not Applicable,0,1,0.86,1,0,39.1,0,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,28.4,48,82,Survey & Demarcation,71,Not Applicable,0,1,0.9,1,1,5.0,0,Documentation/Survey
Irrigation,Agricultural,313.78,384,767,Award & Compensation (Sec 23),98,Approved,0,2,0.75,1,0,33.9,0,Rehabilitation & Resettlement
Railways,Agricultural,98.32,152,185,Survey & Demarcation,65,Approved,0,1,0.81,1,1,11.0,0,Documentation/Survey
Highways,Agricultural,220.33,323,681,R&R Implementation,144,Pending,3,8,0.72,1,1,98.0,1,Legal
Industrial,Agricultural,31.65,56,82,Preliminary Notification (Sec 11),44,Not Applicable,0,0,0.84,0,1,24.2,0,Approval
Highways,Government/Barren,245.11,84,187,Award & Compensation (Sec 23),302,Not Applicable,0,3,0.93,1,0,27.0,0,Rehabilitation & Resettlement
Industrial,Agricultural,77.04,100,146,Preliminary Notification (Sec 11),61,Approved,0,0,0.73,1,1,28.4,0,Compensation
Railways,Agricultural,84.49,155,213,Survey & Demarcation,619,Approved,0,2,0.94,0,1,26.5,0,Approval
Industrial,Agricultural,46.18,104,159,Award & Compensation (Sec 23),30,Approved,0,0,0.8,1,1,21.5,0,Compensation
Energy,Government/Barren,12.72,4,4,Physical Possession,67,Pending,0,2,0.7,1,1,61.2,1,Approval
Irrigation,Commercial,118.38,355,793,Preliminary Notification (Sec 11),79,Approved,0,2,0.89,0,1,25.0,0,Documentation/Survey
Industrial,Residential,31.38,99,127,R&R Implementation,47,Pending,4,0,0.69,1,1,82.7,1,Legal
Energy,Agricultural,30.1,79,176,Hearing of Objections (Sec 15),164,Approved,0,2,0.5,1,1,43.1,0,Compensation
Irrigation,Agricultural,229.61,635,1557,Physical Possession,281,Approved,0,3,0.63,1,1,47.7,0,Documentation/Survey
Railways,Agricultural,130.65,263,477,Award & Compensation (Sec 23),41,Pending,4,5,0.95,1,1,61.0,1,Legal
Highways,Government/Barren,210.22,69,148,Declaration of Acquisition (Sec 19),77,Not Applicable,1,0,0.82,1,1,24.2,0,Legal
Energy,Agricultural,49.18,118,172,Survey & Demarcation,85,Not Applicable,0,0,0.88,0,1,7.0,0,Documentation/Survey
Energy,Agricultural,61.94,114,225,Award & Compensation (Sec 23),121,Pending,0,1,0.83,1,1,48.2,0,Approval
Railways,Agricultural,64.27,122,221,Hearing of Objections (Sec 15),80,Approved,0,5,0.95,1,0,12.6,0,Rehabilitation & Resettlement
Urban Infrastructure,Residential,75.32,290,458,Survey & Demarcation,53,Pending,2,5,0.96,1,0,64.2,1,Legal
Railways,Agricultural,193.74,492,990,Hearing of Objections (Sec 15),78,Pending,0,1,0.83,1,1,35.3,0,Approval
Highways,Forest,97.48,39,52,Preliminary Notification (Sec 11),109,Approved,0,5,0.71,1,1,45.7,0,Compensation
Industrial,Residential,33.62,157,297,Declaration of Acquisition (Sec 19),90,Approved,3,2,0.95,1,0,59.2,1,Legal
Highways,Government/Barren,76.39,28,31,Hearing of Objections (Sec 15),196,Approved,3,2,0.99,1,1,45.0,0,Legal
Urban Infrastructure,Residential,13.03,67,140,Survey & Demarcation,53,Not Applicable,3,2,0.94,1,1,30.5,0,Legal
Urban Infrastructure,Government/Barren,15.41,8,13,Award & Compensation (Sec 23),82,Approved,2,1,0.9,1,1,33.4,0,Legal
Energy,Government/Barren,42.87,16,25,Award & Compensation (Sec 23),19,Approved,0,1,0.62,1,1,27.0,0,Compensation
Urban Infrastructure,Agricultural,31.29,76,145,Declaration of Acquisition (Sec 19),19,Approved,1,2,0.8,1,1,32.2,0,Legal
Railways,Residential,151.83,829,1908,Physical Possession,49,Approved,1,0,0.89,1,1,24.8,0,Legal
Urban Infrastructure,Agricultural,66.4,149,308,Survey & Demarcation,34,Approved,2,1,0.85,1,0,53.9,1,Legal
Railways,Government/Barren,101.18,36,67,Award & Compensation (Sec 23),67,Not Applicable,0,1,0.71,1,1,25.6,0,Compensation
Railways,Agricultural,187.97,462,920,R&R Implementation,92,Approved,2,4,0.7,1,1,62.7,1,Legal
Industrial,Agricultural,79.6,161,225,Hearing of Objections (Sec 15),96,Not Applicable,0,0,1.04,1,0,31.8,0,Rehabilitation & Resettlement
Irrigation,Forest,318.82,172,264,R&R Implementation,136,Approved,0,0,0.88,1,1,28.1,0,Documentation/Survey
Industrial,Commercial,44.54,185,330,R&R Implementation,36,Approved,1,3,0.88,1,1,24.5,0,Documentation/Survey
Energy,Agricultural,68.83,184,283,Declaration of Acquisition (Sec 19),290,Pending,0,1,0.82,1,1,54.7,1,Approval
Energy,Commercial,66.83,304,749,Declaration of Acquisition (Sec 19),53,Approved,0,3,0.66,1,1,31.7,0,Compensation
Railways,Commercial,32.76,162,215,Preliminary Notification (Sec 11),39,Not Applicable,0,3,0.67,1,1,32.6,0,Compensation
Industrial,Residential,73.6,384,519,Declaration of Acquisition (Sec 19),56,Pending,4,2,0.6,1,1,86.3,1,Legal
Energy,Commercial,45.49,235,329,R&R Implementation,78,Not Applicable,0,6,0.74,1,0,59.0,1,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,72.46,99,170,Survey & Demarcation,123,Approved,0,0,0.91,1,0,5.0,0,Rehabilitation & Resettlement
Highways,Forest,128.45,65,129,R&R Implementation,62,Pending,3,6,0.78,1,0,98.0,1,Legal
Urban Infrastructure,Residential,35.05,172,301,Physical Possession,112,Approved,0,5,0.71,1,1,37.0,0,Compensation
Urban Infrastructure,Commercial,57.89,280,575,Survey & Demarcation,72,Approved,3,2,0.88,1,0,75.9,1,Legal
Urban Infrastructure,Government/Barren,64.69,18,22,Declaration of Acquisition (Sec 19),104,Approved,0,2,0.79,1,1,20.3,0,Compensation
Industrial,Agricultural,32.16,50,111,Declaration of Acquisition (Sec 19),75,Not Applicable,0,1,0.75,1,1,12.0,0,Compensation
Highways,Forest,135.61,60,125,Hearing of Objections (Sec 15),48,Approved,1,3,0.92,1,1,23.0,0,Legal
Industrial,Agricultural,11.99,21,39,Hearing of Objections (Sec 15),251,Approved,0,1,0.74,1,1,42.9,0,Compensation
Urban Infrastructure,Agricultural,68.21,183,406,R&R Implementation,197,Approved,0,0,0.94,1,1,9.8,0,Documentation/Survey
Urban Infrastructure,Agricultural,27.66,45,83,Survey & Demarcation,125,Approved,0,1,1.0,1,1,13.5,0,Documentation/Survey
Urban Infrastructure,Commercial,71.73,400,671,R&R Implementation,25,Approved,3,6,0.86,1,1,55.2,1,Legal
Industrial,Agricultural,48.5,105,153,Preliminary Notification (Sec 11),106,Pending,0,1,0.54,0,1,75.3,1,Approval
Irrigation,Agricultural,438.04,1144,2684,Physical Possession,22,Approved,1,4,0.9,1,1,16.0,0,Compensation
Railways,Forest,55.51,25,28,Declaration of Acquisition (Sec 19),24,Pending,0,1,0.7,1,1,53.4,1,Approval
Highways,Commercial,148.01,918,1919,Declaration of Acquisition (Sec 19),29,Pending,3,5,0.89,1,0,90.1,1,Legal
Urban Infrastructure,Forest,46.68,15,26,Physical Possession,19,Rejected,1,6,0.75,1,1,95.5,1,Compensation
Urban Infrastructure,Government/Barren,29.98,7,13,Hearing of Objections (Sec 15),134,Not Applicable,0,1,0.94,1,1,16.5,0,Rehabilitation & Resettlement
Irrigation,Government/Barren,478.14,233,472,Preliminary Notification (Sec 11),43,Approved,3,2,0.83,1,0,74.3,1,Legal
Irrigation,Government/Barren,226.54,76,129,Award & Compensation (Sec 23),122,Approved,0,2,0.9,1,0,11.6,0,Compensation
Urban Infrastructure,Government/Barren,34.88,14,27,Survey & Demarcation,131,Pending,0,6,0.89,1,1,60.9,1,Approval
Urban Infrastructure,Agricultural,74.9,186,257,Award & Compensation (Sec 23),27,Approved,0,0,1.0,1,1,5.0,0,Compensation
Industrial,Forest,57.78,25,43,Award & Compensation (Sec 23),109,Pending,3,4,0.69,1,1,98.0,1,Legal
Urban Infrastructure,Agricultural,57.88,159,275,Preliminary Notification (Sec 11),65,Approved,0,5,0.81,1,0,38.9,0,Rehabilitation & Resettlement
Irrigation,Agricultural,124.19,152,334,Award & Compensation (Sec 23),338,Approved,0,6,0.97,1,1,31.4,0,Possession
Railways,Agricultural,238.83,656,1561,Award & Compensation (Sec 23),49,Pending,0,1,0.97,1,1,27.4,0,Approval
Urban Infrastructure,Forest,72.8,35,80,Hearing of Objections (Sec 15),110,Pending,0,4,0.57,1,1,82.8,1,Approval
Highways,Forest,156.33,58,92,Survey & Demarcation,70,Pending,0,3,0.65,0,1,54.6,1,Approval
Industrial,Government/Barren,55.91,16,23,Survey & Demarcation,64,Not Applicable,3,0,0.89,1,1,42.7,0,Legal
Railways,Agricultural,158.54,440,652,Hearing of Objections (Sec 15),34,Not Applicable,0,5,0.92,1,1,5.0,0,Documentation/Survey
Railways,Residential,186.22,661,1027,Declaration of Acquisition (Sec 19),52,Approved,1,3,0.96,1,0,21.3,0,Rehabilitation & Resettlement
Industrial,Government/Barren,53.1,14,27,Preliminary Notification (Sec 11),33,Approved,0,2,0.8,1,1,8.1,0,Compensation
Industrial,Agricultural,40.16,92,144,Award & Compensation (Sec 23),20,Approved,0,0,0.91,1,1,5.0,0,Compensation
Industrial,Commercial,9.12,32,37,Preliminary Notification (Sec 11),94,Not Applicable,1,3,0.81,0,1,45.5,0,Approval
Railways,Government/Barren,176.46,59,93,Physical Possession,53,Approved,1,1,1.0,1,0,20.8,0,Legal
Urban Infrastructure,Government/Barren,58.66,18,37,Hearing of Objections (Sec 15),17,Pending,0,0,0.98,1,1,21.5,0,Approval
Urban Infrastructure,Agricultural,67.99,128,274,Survey & Demarcation,134,Approved,0,2,0.8,0,1,23.1,0,Documentation/Survey
Energy,Residential,65.65,335,565,Award & Compensation (Sec 23),103,Approved,0,5,0.9,1,1,7.0,0,Documentation/Survey
Energy,Agricultural,43.51,87,107,Physical Possession,27,Approved,4,1,0.94,1,1,33.7,0,Legal
Energy,Agricultural,52.08,117,191,Hearing of Objections (Sec 15),25,Not Applicable,0,0,1.0,1,1,5.0,0,Rehabilitation & Resettlement
Irrigation,Agricultural,177.22,344,485,Declaration of Acquisition (Sec 19),165,Pending,0,0,0.69,1,1,53.8,1,Approval
Irrigation,Forest,167.1,65,122,Survey & Demarcation,92,Rejected,0,4,0.82,1,1,82.1,1,Approval
Highways,Government/Barren,118.14,50,65,R&R Implementation,138,Pending,2,1,0.91,1,1,59.1,1,Legal
Railways,Commercial,102.23,477,974,Survey & Demarcation,48,Approved,1,3,0.73,1,0,63.9,1,Rehabilitation & Resettlement
Irrigation,Agricultural,156.61,315,406,Declaration of Acquisition (Sec 19),39,Approved,2,4,0.97,1,0,41.7,0,Legal
Highways,Forest,80.33,30,56,R&R Implementation,108,Rejected,0,1,0.86,1,1,75.9,1,Approval
Highways,Agricultural,24.15,43,75,Hearing of Objections (Sec 15),38,Not Applicable,0,4,0.8,1,1,11.2,0,Compensation
Irrigation,Agricultural,369.34,916,2097,Survey & Demarcation,68,Approved,2,3,0.74,1,1,48.2,0,Legal
Urban Infrastructure,Agricultural,17.01,47,97,Preliminary Notification (Sec 11),237,Approved,0,0,0.9,1,1,20.2,0,Compensation
Industrial,Agricultural,65.91,176,387,Award & Compensation (Sec 23),42,Pending,1,7,0.68,1,1,86.0,1,Compensation
Energy,Agricultural,59.47,110,206,Hearing of Objections (Sec 15),33,Pending,0,0,0.88,1,1,30.0,0,Approval
Industrial,Residential,28.61,89,206,Preliminary Notification (Sec 11),47,Pending,0,2,0.79,1,0,40.3,0,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,75.98,109,169,Preliminary Notification (Sec 11),28,Not Applicable,0,1,0.78,1,1,9.0,0,Compensation
Irrigation,Residential,180.02,606,1201,Award & Compensation (Sec 23),24,Not Applicable,2,0,0.66,1,1,47.7,0,Legal
Energy,Agricultural,27.15,66,87,Hearing of Objections (Sec 15),27,Approved,1,0,0.65,1,1,38.4,0,Legal
Industrial,Agricultural,12.99,36,86,Physical Possession,24,Approved,0,1,0.69,1,1,20.5,0,Compensation
Highways,Forest,114.43,29,33,Physical Possession,31,Approved,4,4,0.65,1,1,69.9,1,Legal
Urban Infrastructure,Government/Barren,47.57,13,28,Preliminary Notification (Sec 11),69,Approved,4,7,0.84,1,1,65.0,1,Legal
Energy,Government/Barren,37.07,19,28,Physical Possession,151,Approved,0,0,0.8,1,1,15.2,0,Compensation
Industrial,Agricultural,10.87,29,41,R&R Implementation,231,Approved,0,1,0.95,1,1,25.3,0,Possession
Urban Infrastructure,Commercial,27.67,95,183,Declaration of Acquisition (Sec 19),58,Pending,2,7,0.74,1,1,98.0,1,Legal
Energy,Government/Barren,76.53,32,41,Declaration of Acquisition (Sec 19),21,Approved,0,0,0.91,1,1,5.0,0,Compensation
Energy,Forest,24.34,7,15,Award & Compensation (Sec 23),43,Approved,0,5,0.92,1,1,5.0,0,Compensation
Industrial,Residential,66.49,383,677,R&R Implementation,57,Approved,0,3,0.92,1,1,5.0,0,Documentation/Survey
Railways,Government/Barren,247.96,102,237,Physical Possession,110,Approved,2,0,0.94,1,1,27.9,0,Legal
Industrial,Agricultural,36.77,55,130,Preliminary Notification (Sec 11),231,Pending,3,1,0.91,1,1,76.3,1,Legal
Irrigation,Government/Barren,221.24,95,165,Preliminary Notification (Sec 11),42,Approved,0,0,0.77,0,1,21.7,0,Approval
Highways,Agricultural,243.21,377,639,Physical Possession,112,Approved,0,7,0.89,1,0,55.3,1,Rehabilitation & Resettlement
Energy,Agricultural,6.19,14,34,Preliminary Notification (Sec 11),47,Not Applicable,0,3,0.78,0,1,25.2,0,Approval
Energy,Forest,40.13,12,20,Declaration of Acquisition (Sec 19),23,Rejected,0,4,0.78,1,1,67.5,1,Approval
Irrigation,Agricultural,287.47,413,659,R&R Implementation,400,Not Applicable,2,1,0.7,1,0,84.5,1,Legal
Industrial,Agricultural,52.12,145,272,Preliminary Notification (Sec 11),93,Approved,4,0,0.82,1,0,71.8,1,Legal
Irrigation,Commercial,182.72,851,1237,Award & Compensation (Sec 23),133,Pending,1,1,0.7,1,0,93.1,1,Rehabilitation & Resettlement
Highways,Agricultural,160.33,369,802,Survey & Demarcation,106,Pending,0,0,0.94,0,1,32.6,0,Approval
Irrigation,Agricultural,308.44,854,1857,Preliminary Notification (Sec 11),55,Approved,0,8,0.79,1,1,33.9,0,Compensation
Highways,Agricultural,228.82,298,335,Hearing of Objections (Sec 15),98,Approved,2,1,0.6,1,0,75.5,1,Legal
Energy,Agricultural,13.93,16,35,Survey & Demarcation,201,Pending,0,2,0.99,1,1,48.4,0,Approval
Energy,Commercial,78.81,396,788,Preliminary Notification (Sec 11),39,Approved,0,2,0.96,0,1,15.3,0,Documentation/Survey
Irrigation,Agricultural,298.47,442,511,Award & Compensation (Sec 23),36,Approved,2,6,0.67,1,0,82.9,1,Legal
Urban Infrastructure,Commercial,18.36,115,161,Preliminary Notification (Sec 11),15,Not Applicable,0,1,0.8,1,0,25.2,0,Rehabilitation & Resettlement
Highways,Residential,92.87,388,504,Physical Possession,94,Not Applicable,2,0,0.69,1,1,61.2,1,Legal
Railways,Agricultural,63.2,114,208,Physical Possession,64,Pending,3,0,0.7,1,1,80.1,1,Legal
Industrial,Agricultural,47.92,115,203,Physical Possession,165,Not Applicable,0,4,0.77,1,1,22.3,0,Possession
Railways,Forest,166.04,89,205,R&R Implementation,63,Pending,0,5,0.97,1,0,33.5,0,Rehabilitation & Resettlement
Industrial,Residential,63.64,243,499,Hearing of Objections (Sec 15),103,Pending,3,1,0.73,1,1,85.7,1,Legal
Urban Infrastructure,Government/Barren,56.7,14,31,Survey & Demarcation,90,Approved,0,2,0.82,1,1,22.6,0,Documentation/Survey
Railways,Government/Barren,92.52,41,90,Declaration of Acquisition (Sec 19),238,Approved,0,0,0.92,1,1,21.1,0,Documentation/Survey
Railways,Agricultural,165.85,199,360,Survey & Demarcation,160,Approved,0,4,0.73,1,0,55.8,1,Rehabilitation & Resettlement
Railways,Agricultural,88.69,201,314,Preliminary Notification (Sec 11),71,Approved,0,6,0.97,1,1,7.0,0,Compensation
Urban Infrastructure,Agricultural,79.0,100,247,Declaration of Acquisition (Sec 19),27,Approved,0,0,0.83,1,0,9.1,0,Rehabilitation & Resettlement
Railways,Forest,192.62,47,79,R&R Implementation,57,Pending,0,4,0.83,1,1,50.9,1,Approval
Urban Infrastructure,Commercial,48.55,140,344,Hearing of Objections (Sec 15),31,Approved,3,4,0.8,1,0,63.5,1,Legal
Highways,Forest,189.33,60,113,R&R Implementation,94,Approved,0,1,1.01,1,1,16.4,0,Documentation/Survey
Industrial,Government/Barren,6.78,3,7,Declaration of Acquisition (Sec 19),25,Pending,2,6,0.91,1,1,64.3,1,Legal
Energy,Residential,67.93,364,480,Physical Possession,51,Not Applicable,0,5,0.82,1,1,16.1,0,Documentation/Survey
Irrigation,Residential,254.31,736,1104,Preliminary Notification (Sec 11),39,Approved,1,1,0.8,0,0,63.0,1,Documentation/Survey
Energy,Forest,24.4,11,17,Hearing of Objections (Sec 15),205,Approved,2,1,0.84,1,1,74.2,1,Legal
Railways,Agricultural,121.47,236,342,Preliminary Notification (Sec 11),15,Approved,0,3,0.76,1,1,14.3,0,Documentation/Survey
Energy,Agricultural,44.18,109,140,Declaration of Acquisition (Sec 19),155,Pending,1,2,0.73,1,0,89.4,1,Approval
Irrigation,Forest,407.7,107,243,Survey & Demarcation,102,Approved,0,2,1.01,0,0,42.9,0,Rehabilitation & Resettlement
Irrigation,Commercial,309.56,931,1828,Survey & Demarcation,48,Pending,3,6,0.54,1,1,98.0,1,Legal
Highways,Forest,28.68,8,13,Hearing of Objections (Sec 15),263,Pending,0,7,0.76,1,1,87.7,1,Compensation
Energy,Residential,59.49,163,190,Survey & Demarcation,29,Approved,3,2,0.95,0,0,52.6,1,Legal
Irrigation,Agricultural,353.5,794,1829,Declaration of Acquisition (Sec 19),16,Approved,4,3,0.87,1,1,46.0,0,Legal
Industrial,Agricultural,7.95,19,38,Hearing of Objections (Sec 15),118,Approved,0,0,0.79,1,1,16.8,0,Compensation
Industrial,Residential,62.53,169,311,Declaration of Acquisition (Sec 19),77,Approved,0,1,0.68,1,1,24.0,0,Documentation/Survey
Railways,Agricultural,173.35,331,487,Survey & Demarcation,145,Approved,0,3,0.67,1,1,36.8,0,Compensation
Industrial,Government/Barren,23.77,10,23,Award & Compensation (Sec 23),200,Pending,0,2,0.85,1,1,58.3,1,Approval
Highways,Government/Barren,169.31,63,82,Preliminary Notification (Sec 11),100,Pending,0,0,0.63,1,1,69.9,1,Approval
Highways,Government/Barren,81.25,44,64,Physical Possession,30,Pending,0,0,0.59,1,1,51.9,1,Approval
Highways,Commercial,203.14,1002,2360,Hearing of Objections (Sec 15),310,Approved,0,2,0.85,1,0,55.7,1,Rehabilitation & Resettlement
Highways,Government/Barren,184.68,78,161,Preliminary Notification (Sec 11),80,Approved,0,2,0.9,1,0,5.0,0,Compensation
Energy,Agricultural,40.89,64,134,Hearing of Objections (Sec 15),21,Pending,0,0,0.68,1,0,48.8,0,Approval
Urban Infrastructure,Agricultural,20.99,39,79,Survey & Demarcation,103,Not Applicable,0,1,0.64,1,1,28.3,0,Documentation/Survey
Railways,Forest,141.8,70,165,Declaration of Acquisition (Sec 19),41,Pending,0,1,0.86,1,0,54.9,1,Approval
Railways,Agricultural,235.46,627,1149,Survey & Demarcation,161,Approved,4,3,0.93,1,1,44.2,0,Legal
Urban Infrastructure,Agricultural,10.94,16,32,Preliminary Notification (Sec 11),63,Not Applicable,0,1,0.58,1,1,24.9,0,Compensation
Energy,Residential,30.34,133,244,Physical Possession,187,Pending,0,0,0.57,1,1,77.2,1,Approval
Industrial,Residential,23.2,137,183,Declaration of Acquisition (Sec 19),189,Not Applicable,0,1,1.01,1,1,22.0,0,Possession
Industrial,Commercial,46.31,261,583,Preliminary Notification (Sec 11),23,Not Applicable,2,1,0.79,1,1,31.0,0,Legal
Urban Infrastructure,Agricultural,40.75,85,195,Declaration of Acquisition (Sec 19),129,Approved,0,1,0.9,1,1,5.0,0,Possession
Industrial,Residential,60.96,210,440,Declaration of Acquisition (Sec 19),24,Pending,3,4,0.83,1,0,88.2,1,Legal
Urban Infrastructure,Government/Barren,25.59,10,11,Declaration of Acquisition (Sec 19),196,Approved,0,3,0.82,1,1,27.6,0,Compensation
Railways,Agricultural,144.19,185,434,Declaration of Acquisition (Sec 19),123,Approved,0,5,0.91,1,1,10.6,0,Documentation/Survey
Urban Infrastructure,Government/Barren,50.61,22,35,Hearing of Objections (Sec 15),285,Pending,0,1,0.85,1,1,60.8,1,Approval
Urban Infrastructure,Government/Barren,21.82,7,9,Award & Compensation (Sec 23),84,Approved,0,1,0.55,1,1,19.4,0,Compensation
Urban Infrastructure,Commercial,41.86,220,340,Hearing of Objections (Sec 15),60,Approved,3,2,0.64,1,0,81.0,1,Legal
Railways,Agricultural,199.66,475,711,Survey & Demarcation,183,Not Applicable,2,2,0.85,1,0,74.0,1,Legal
Irrigation,Forest,305.68,142,212,Award & Compensation (Sec 23),75,Approved,0,4,0.82,1,0,47.1,0,Rehabilitation & Resettlement
Industrial,Government/Barren,65.08,30,52,Hearing of Objections (Sec 15),25,Approved,0,1,0.9,1,1,5.0,0,Compensation
Highways,Government/Barren,36.68,15,22,Survey & Demarcation,39,Approved,0,0,0.78,1,1,11.7,0,Documentation/Survey
Energy,Agricultural,21.27,36,88,R&R Implementation,283,Pending,0,3,0.85,1,1,67.1,1,Approval
Energy,Agricultural,64.49,126,144,Award & Compensation (Sec 23),18,Not Applicable,2,4,0.67,1,1,41.6,0,Legal
Irrigation,Agricultural,372.0,716,1540,Physical Possession,40,Approved,0,4,0.78,1,0,34.0,0,Rehabilitation & Resettlement
Highways,Agricultural,192.44,531,1305,R&R Implementation,63,Not Applicable,0,5,0.98,1,0,23.5,0,Rehabilitation & Resettlement
Energy,Agricultural,15.27,37,52,R&R Implementation,187,Approved,2,4,0.88,1,1,52.7,1,Legal
Irrigation,Agricultural,293.77,599,820,R&R Implementation,76,Not Applicable,0,6,0.85,1,1,30.8,0,Compensation
Highways,Agricultural,41.87,88,148,Physical Possession,124,Approved,3,0,0.9,1,1,47.4,0,Legal
Irrigation,Agricultural,283.5,527,1242,Hearing of Objections (Sec 15),19,Approved,0,0,0.96,1,1,9.7,0,Documentation/Survey
Urban Infrastructure,Agricultural,5.37,7,15,Hearing of Objections (Sec 15),692,Approved,0,0,0.78,1,1,29.6,0,Compensation
Railways,Agricultural,20.2,34,53,R&R Implementation,160,Pending,0,1,0.66,1,1,60.4,1,Approval
Industrial,Agricultural,28.61,79,180,R&R Implementation,154,Approved,0,0,0.73,1,1,49.7,0,Compensation
Industrial,Government/Barren,60.78,30,49,Declaration of Acquisition (Sec 19),79,Approved,0,0,0.94,1,1,5.0,0,Compensation
Urban Infrastructure,Government/Barren,63.02,15,22,Physical Possession,47,Approved,0,2,0.88,1,1,12.5,0,Compensation
Industrial,Agricultural,29.7,42,51,Award & Compensation (Sec 23),142,Pending,0,2,0.73,1,1,54.6,1,Approval
Urban Infrastructure,Agricultural,54.67,90,193,Award & Compensation (Sec 23),84,Approved,0,1,0.77,1,1,11.8,0,Compensation
Highways,Agricultural,161.4,357,561,R&R Implementation,16,Approved,0,0,0.84,1,0,32.2,0,Rehabilitation & Resettlement
Railways,Agricultural,196.86,484,1133,Hearing of Objections (Sec 15),62,Not Applicable,4,3,0.76,1,1,51.6,1,Legal
Industrial,Forest,11.21,4,5,Physical Possession,79,Approved,0,1,0.99,1,1,11.9,0,Compensation
Industrial,Residential,79.95,462,664,Survey & Demarcation,75,Pending,4,0,0.82,1,1,70.4,1,Legal
Industrial,Forest,9.24,3,7,Survey & Demarcation,20,Approved,0,1,0.88,1,1,22.3,0,Documentation/Survey
Highways,Agricultural,99.74,234,323,Declaration of Acquisition (Sec 19),137,Not Applicable,0,3,0.87,1,0,47.2,0,Rehabilitation & Resettlement
Highways,Agricultural,72.8,147,174,Physical Possession,47,Pending,0,2,0.78,1,1,43.0,0,Approval
Energy,Agricultural,55.43,127,227,Preliminary Notification (Sec 11),40,Approved,0,2,0.94,1,1,5.0,0,Compensation
Railways,Forest,249.51,81,143,Declaration of Acquisition (Sec 19),56,Pending,0,0,0.81,1,1,45.4,0,Approval
Urban Infrastructure,Government/Barren,23.11,10,21,Preliminary Notification (Sec 11),41,Approved,0,1,0.83,1,1,9.4,0,Compensation
Highways,Agricultural,99.17,252,351,Physical Possession,75,Pending,0,3,0.78,1,0,59.4,1,Rehabilitation & Resettlement
Railways,Forest,58.77,28,38,Preliminary Notification (Sec 11),19,Pending,0,2,1.07,1,1,35.9,0,Approval
Highways,Residential,223.5,1017,1878,Award & Compensation (Sec 23),103,Approved,0,0,0.79,1,0,51.6,1,Rehabilitation & Resettlement
Highways,Forest,149.27,54,60,Declaration of Acquisition (Sec 19),20,Rejected,0,5,0.97,1,1,48.9,0,Approval
Industrial,Commercial,53.58,335,651,Preliminary Notification (Sec 11),49,Approved,1,2,0.86,1,1,20.6,0,Documentation/Survey
Railways,Agricultural,102.92,219,447,Award & Compensation (Sec 23),161,Not Applicable,0,2,0.82,1,1,22.3,0,Documentation/Survey
Energy,Forest,37.14,10,19,Award & Compensation (Sec 23),154,Approved,1,0,0.95,1,1,31.8,0,Legal
Irrigation,Agricultural,165.73,288,557,Award & Compensation (Sec 23),29,Approved,5,3,0.94,1,0,47.1,0,Legal
Irrigation,Government/Barren,352.17,109,233,Declaration of Acquisition (Sec 19),124,Approved,0,1,0.87,1,1,24.1,0,Compensation
Highways,Forest,156.75,52,95,Survey & Demarcation,61,Pending,0,4,0.74,1,1,64.9,1,Approval
